runtime,genre,rating,about,votes,gross_earn
112 min,"Comedy, Drama, Romance",7.1,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,"33,159",$10.60M
106 min,"Action, Adventure, Horror",6.1,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who had already invaded the ship.","37,243",$11.20M
84 min,"Animation, Adventure, Comedy",6.7,"A canine angel, Charlie, sneaks back to earth from heaven but ends up befriending an orphan girl who can speak to animals. In the process, Charlie learns that friendship is the most heavenly gift of all.","41,873",$27.10M
96 min,"Action, Thriller",5.1,"In the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.","42,216",$16.03M
88 min,"Comedy, Drama",7.4,"An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey.","34,674",$4.77M
120 min,"Biography, Drama",7.3,"Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.","35,923",$21.08M
113 min,"Action, Biography, Crime",7.5,The story of the notorious French gangster,"33,778",$0.55M
118 min,"Adventure, Comedy, Drama",5.1,"When Lieutenant General Leland Zevo (Sir Michael Gambon) inherits a toymaking company and begins making war toys, his employees band together to stop him before he ruins the name of Zevo Toys forever.","32,095",$21.45M
83 min,"Comedy, Sci-Fi",7,"While drinking at their local pub, three social outcasts attempt to navigate a time-travel conundrum.","34,347",
136 min,Drama,8.2,"An old couple visit their children and grandchildren in the city, but receive little attention.","61,291",
127 min,"Drama, Family, Sport",6.9,A Texas baseball coach makes the major league after agreeing to try out if his high school team made the playoffs.,"34,961",$75.60M
157 min,"Crime, Drama",7.8,A group of men set out in search of a dead body in the Anatolian steppes.,"46,312",$0.14M
99 min,Comedy,4.8,A man becomes increasingly jealous of his friend's newfound success.,"31,221",$12.18M
100 min,"Adventure, Comedy, Family",4.8,Cruella DeVil gets out of prison and goes after the puppies once more.,"37,539",$66.96M
108 min,"Animation, Adventure, Drama",7.7,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.","61,921",$1.34M
90 min,"Crime, Drama",7.2,"When a teen is bullied, his brother and friends lure the bully into the woods to seek revenge.","32,050",$0.60M
92 min,Comedy,5.7,"When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.","1,22,673",$55.46M
115 min,"Comedy, Music, Musical",4.4,A British student at a 1960s American high school must prove himself to the leader of a girls' gang whose members can only date greasers.,"35,783",$15.17M
142 min,"Action, Drama, Thriller",6.9,"Gaurav develops an obsession with a movie star who looks just like him. He goes to Bombay to meet his idol, but he refuses to grant him five minutes of his time. Gaurav is enraged and plots to destroy his hero.","45,627",$1.36M
95 min,"Comedy, Drama, Music",7.7,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,"35,683",$3.03M
114 min,"Action, Crime, Drama",7.1,A coverup and witchhunt occur after a politician accidentally kills his mistress.,"40,488",$35.51M
201 min,"Drama, Western",7.6,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,"38,908",
129 min,Drama,7.7,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.","40,383",$54.00M
"Horror, Sci-Fi, Thriller",,6.5,"Three friends discover a mysterious machine that takes pictures twenty-four hours into the future, and conspire to use it for personal gain, until disturbing and dangerous images begin to develop.","45,709",
112 min,Horror,7.4,"Hill House has stood for about 90 years and appears haunted: its inhabitants have always met strange, tragic ends. Now Dr. John Markway has assembled a team of people who he thinks will prove whether or not the house is haunted.","39,392",$2.62M
88 min,"Action, Crime, Thriller",5.7,"A newbie guard for an armored truck company is coerced by his veteran coworkers to steal a truck containing $42 million. But a wrinkle in their supposedly foolproof plan divides the group, leading to a potentially deadly resolution.","30,926",$15.99M
106 min,"Comedy, Crime",8,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,"37,317",
108 min,"Biography, Comedy, Drama",7.7,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.","36,516",$21.85M
86 min,"Drama, Romance",8,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.","40,085",
87 min,"Comedy, Drama",9.2,"Lazy, uneducated students share a very close bond. They live together in the dormitory, where they plan their latest pranks. When a new headmaster arrives, the students naturally try to overthrow him. A comic war of nitwits follows.","40,492",
97 min,"Comedy, Horror",5,"A werewolf loose in Los Angeles changes the lives of three young adults who, after being mauled by the beast, learn they must kill it in order to avoid becoming werewolves themselves.","33,007",$19.30M
139 min,"Action, Adventure, Comedy",7.2,The story of two outlaws and a bounty hunter in 1940s Manchuria and their rivalry to possess a treasure map while being pursued by the Japanese army and Chinese bandits.,"35,835",$0.13M
82 min,"Comedy, Fantasy, Horror",5.7,"A homicidal car tire, discovering it has destructive psionic power, sets its sights on a desert town once a mysterious woman becomes its obsession.","37,366",$0.10M
100 min,Comedy,5.9,"A young guy short on luck enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when it turns out his teacher has the same agenda.","29,658",$17.80M
117 min,"Animation, Adventure, Comedy",7,"An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.","37,526",$18.53M
"Action, Biography, Drama",,7,"Yip Man's resistance against invading foreigners, along with his romantic relations while under the tutelage of three Wing Chun masters.","32,247",
98 min,"Crime, Horror, Thriller",5.9,A businesswoman is pursued by a psychopath after being locked in a parking garage on Christmas Eve.,"34,172",$3.99M
"Comedy, Drama, Romance",,6.3,A young doctor on his way across the country to a job interview crashes his car in a small town and is sentenced to work for several days at the town hospital.,"37,065",$54.83M
125 min,"Drama, Thriller",6.4,"After a journalist discovers his identity, a former Weather Underground activist goes on the run.","33,428",$5.13M
104 min,"Drama, Romance, Sport",5.7,"As a hard-core surfer girl prepares for a big competition, she finds herself falling for a football player.","31,539",$40.39M
96 min,"Horror, Sci-Fi, Thriller",4.5,"After being rescued and brought to an island, a man discovers that its inhabitants are experimental animals being turned into strange-looking humans, all of it the work of a visionary doctor.","33,620",$27.66M
137 min,"Drama, Romance, Sport",6.6,"After 19 years of playing the game he's loved his whole life, Detroit Tigers pitcher Billy Chapel has to decide if he's going to risk everything and put everything out there.","35,280",$35.17M
100 min,"Comedy, Drama, Romance",6.7,"Captures a generational moment - young people on the cusp of truly growing up, tiring of their reflexive cynicism, each in their own ways struggling to connect and define what it means to love and be loved.","30,039",$0.22M
106 min,"Drama, Thriller",7.7,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,"39,114",
118 min,"Adventure, Comedy, Drama",6.7,"Cheyenne, a retired rock star living off his royalties in Dublin, returns to New York City to find the man responsible for a humiliation suffered by his recently deceased father during W.W.II.","35,423",$0.14M
80 min,"Horror, Thriller",5,A couple's wedding day turns horrific as some of the guests start showing signs of a strange illness.,"35,476",$0.01M
115 min,"Adventure, Drama, Sport",5.8,"When Newcastle United soccer star Santiago Muñez (Kuno Becker) is offered a spot with Real Madrid, he accepts, but the move - accompanied by big money and fame - tests his ties and loyalties to family, friends, and business acquaintances.","32,849",
86 min,"Comedy, Crime, Thriller",6.7,"A frustrated, unemployed professor joins forces with a scammer and a friend of his in a blackmailing scheme.","30,787",
89 min,"Drama, Horror, Mystery",4.1,A young man tries to deal with the childhood terror that has never stopped haunting him.,"31,271",$46.75M
