director,stars
Brian Koppelman,"('David Levien',), ('Jennifer Baxter',), ('Dennis Hopper',), ('Vin Diesel',)"
Gurinder Chadha,"('Georgia Groome',), ('Aaron Taylor-Johnson',), ('Karen Taylor',), ('Alan Davies',)"
Andrew Haigh,"('Tom Cullen',), ('Chris New',), ('Jonathan Race',), ('Laura Freeman',)"
Sammo Kam-Bo Hung,"('Jackie Chan',), ('Richard Norton',), ('Miki Lee',), ('Karen McLymont',)"
Paul Michael Glaser,"(""Shaquille O'Neal"",), ('Francis Capra',), ('Ally Walker',), ('James Acheson',)"
Claude Berri,"('Yves Montand',), ('Gérard Depardieu',), ('Daniel Auteuil',), ('Elisabeth Depardieu',)"
Nicole Holofcener,"('Jennifer Aniston',), ('Frances McDormand',), ('Catherine Keener',), ('Joan Cusack',)"
Carroll Ballard,"('Jeff Daniels',), ('Anna Paquin',), ('Dana Delany',), ('Terry Kinney',)"
Paul Greengrass,"('James Nesbitt',), ('Tim Pigott-Smith',), ('Nicholas Farrell',), ('Allan Gildea',)"
Oren Moverman,"('Woody Harrelson',), ('Ben Foster',), ('Sigourney Weaver',), ('Jon Bernthal',)"
Tony Goldwyn,"('Ashley Judd',), ('Greg Kinnear',), ('Hugh Jackman',), ('Marisa Tomei',)"
Brian Robbins,"('Scarlett Johansson',), ('Erika Christensen',), ('Chris Evans',), ('Leonardo Nam',)"
Jim Gillespie,"('Sylvester Stallone',), ('Charles S. Dutton',), ('Polly Walker',), ('Kris Kristofferson',)"
Tim Fywell,"('Michelle Trachtenberg',), ('Kim Cattrall',), ('Trevor Blumas',), ('Joan Cusack',)"
Michael Polish,"('Billy Bob Thornton',), ('Virginia Madsen',), ('Bruce Dern',), ('Max Thieriot',)"
Tony Leondis,"('John Cusack',), ('Molly Shannon',), ('Steve Buscemi',), ('Myleene Klass',)"
Luis Mandoki,"('Jennifer Lopez',), ('Jim Caviezel',), ('Jeremy Sisto',), ('Terrence Howard',)"
Simon Wincer,"('Paul Hogan',), ('Linda Kozlowski',), ('Jere Burns',), ('Jonathan Banks',)"
Luis Buñuel,"('Silvia Pinal',), ('Jacqueline Andere',), ('Enrique Rambal',), ('José Baviera',)"
Norman Jewison,"('Ted Neeley',), ('Carl Anderson',), ('Yvonne Elliman',), ('Barry Dennen',)"
Robert Altman,"('Lily Tomlin',), ('Meryl Streep',), ('Woody Harrelson',), ('John C. Reilly',)"
Gia Coppola,"('Emma Roberts',), ('James Franco',), ('Jack Kilmer',), ('Zoe Levin',)"
Jean-Baptiste Andrea,"('Fabrice Canepa',), ('Ray Wise',), ('Lin Shaye',), ('Mick Cain',)"
John Whitesell,"('Martin Lawrence',), ('Brandon T. Jackson',), ('Jessica Lucas',), ('Michelle Ang',)"
Jerry Rees,"('Jon Lovitz',), ('Timothy Stack',), ('Timothy E. Day',), ('Thurl Ravenscroft',)"
Bob Odenkirk,"('Dax Shepard',), ('Will Arnett',), ('Chi McBride',), ('David Koechner',)"
Rodrigo García,"('Glenn Close',), ('Mia Wasikowska',), ('Aaron Taylor-Johnson',), ('Antonia Campbell-Hughes',)"
John Guillermin,"('Peter Ustinov',), ('Mia Farrow',), ('Simon MacCorkindale',), ('Jane Birkin',)"
Luis Mandoki,"('Kevin Bacon',), ('Charlize Theron',), ('Courtney Love',), ('Stuart Townsend',)"
Wayne Kramer,"('Harrison Ford',), ('Ashley Judd',), ('Ray Liotta',), ('Jim Sturgess',)"
Blake Edwards,"('Peter Sellers',), ('Christopher Plummer',), ('Catherine Schell',), ('Herbert Lom',)"
Courtney Solomon,"('Ethan Hawke',), ('Selena Gomez',), ('Jon Voight',), ('Paul Freeman',)"
Herbert Ross,"('Woody Allen',), ('Diane Keaton',), ('Tony Roberts',), ('Jerry Lacy',)"
Walter Murch,"('Fairuza Balk',), ('Nicol Williamson',), ('Jean Marsh',), ('Piper Laurie',)"
Alain Resnais,"('Emmanuelle Riva',), ('Eiji Okada',), ('Stella Dassas',), ('Pierre Barbaud',)"
Blake Edwards,"('Peter Sellers',), ('Elke Sommer',), ('George Sanders',), ('Herbert Lom',)"
Nigel Cole,"('Helen Mirren',), ('Julie Walters',), ('Penelope Wilton',), ('John Alderton',)"
Arne Glimcher,"('Sean Connery',), ('Laurence Fishburne',), ('Kate Capshaw',), ('Blair Underwood',)"
Fred Dekker,"('Andre Gower',), ('Robby Kiger',), ('Stephen Macht',), ('Duncan Regehr',)"
Howard Hawks,"('Richard Rosson',), ('Paul Muni',), ('Ann Dvorak',), ('Karen Morley',)"
Hany Abu-Assad,"('Kais Nashif',), ('Ali Suliman',), ('Lubna Azabal',), ('Hamza Abu-Aiaash',)"
Sylvain White,"('Columbus Short',), ('Meagan Good',), ('Ne-Yo',), ('Darrin Dewitt Henson',)"
Michael Radford,"('Demi Moore',), ('Michael Caine',), ('Lambert Wilson',), ('Nathaniel Parker',)"
Duwayne Dunham,"('Rick Moranis',), (""Ed O'Neill"",), ('Shawna Waldron',), ('Devon Sawa',)"
Peter Lepeniotis,"('Will Arnett',), ('Brendan Fraser',), ('Liam Neeson',), ('Katherine Heigl',)"
Bob Clark,"('Kathleen Turner',), ('Christopher Lloyd',), ('Kim Cattrall',), ('Peter MacNicol',)"
Jocelyn Moorhouse,"('Kate Winslet',), ('Judy Davis',), ('Liam Hemsworth',), ('Hugo Weaving',)"
Philippe Falardeau,"('Reese Witherspoon',), ('Arnold Oceng',), ('Ger Duany',), ('Emmanuel Jal',)"
Jackie Chan,"('Chi-Hwa Chen',), ('Jackie Chan',), ('Maggie Cheung',), ('Brigitte Lin',)"
Carl Reiner,"('Steve Martin',), ('Kathleen Turner',), ('David Warner',), ('Paul Benedict',)"
Nicholas McCarthy,"('Caity Lotz',), ('Casper Van Dien',), ('Mark Steger',), ('Agnes Bruckner',)"
Edward Neumeier,"('Casper Van Dien',), ('Jolene Blalock',), ('Stephen Hogan',), ('Boris Kodjoe',)"
Robert Young,"('Fred Schepisi',), ('John Cleese',), ('Jamie Lee Curtis',), ('Kevin Kline',)"
Yavuz Turgul,"('Sener Sen',), ('Cem Yilmaz',), ('Çetin Tekindor',), ('Melisa Sözen',)"
Isabel Coixet,"('Ben Kingsley',), ('Penélope Cruz',), ('Patricia Clarkson',), ('Dennis Hopper',)"
Vondie Curtis-Hall,"('Mariah Carey',), ('Eric Benét',), ('Max Beesley',), ('Da Brat',)"
Hideaki Anno,"('Kazuya Tsurumaki',), ('Megumi Ogata',), ('Megumi Hayashibara',), ('Yûko Miyamura',)"
Gina Prince-Bythewood,"('Dakota Fanning',), ('Jennifer Hudson',), ('Queen Latifah',), ('Alicia Keys',)"
Tom Harper,"('Helen McCrory',), ('Jeremy Irvine',), ('Phoebe Fox',), ('Leanne Best',)"
John Turturro,"('John Turturro',), ('Woody Allen',), ('Sharon Stone',), ('Sofía Vergara',)"
Stephen Herek,"('Angelina Jolie',), ('Edward Burns',), ('Tony Shalhoub',), ('Christian Kane',)"
Mira Nair,"('Naseeruddin Shah',), ('Lillete Dubey',), ('Shefali Shah',), ('Vijay Raaz',)"
Jean-Luc Godard,"('Jean-Paul Belmondo',), ('Anna Karina',), ('Graziella Galvani',), ('Aicha Abadir',)"
Jack Clayton,"('Robert Redford',), ('Mia Farrow',), ('Bruce Dern',), ('Karen Black',)"
Hunter Richards,"('Jessica Biel',), ('Chris Evans',), ('Jason Statham',), ('Joy Bryant',)"
Luis Llosa,"('Tom Berenger',), ('Billy Zane',), ('J.T. Walsh',), ('Aden Young',)"
Masahiro Hosoda,"('Masako Nozawa',), ('Hiromi Tsuru',), ('Ryô Horikawa',), ('Masaharu Satô',)"
Adam Marcus,"('John D. LeMay',), ('Kari Keegan',), ('Kane Hodder',), ('Steven Williams',)"
Howard Deutch,"('Walter Matthau',), ('Jack Lemmon',), ('Ann-Margret',), ('Sophia Loren',)"
Marcus Raboy,"('Ice Cube',), ('Mike Epps',), ('John Witherspoon',), (""Don 'D.C.' Curry"",)"
Anthony Waller,"('Tom Everett Scott',), ('Julie Delpy',), ('Vince Vieluf',), ('Phil Buckman',)"
Michael Herz,"('Lloyd Kaufman',), ('Andree Maranda',), ('Mitch Cohen',), ('Jennifer Babtist',)"
Ted Demme,"('Denis Leary',), ('Judy Davis',), ('Kevin Spacey',), ('Robert J. Steinmiller Jr.',)"
Bob Fosse,"('Roy Scheider',), ('Jessica Lange',), ('Ann Reinking',), ('Leland Palmer',)"
Tobe Hooper,"('Dennis Hopper',), ('Caroline Williams',), ('Jim Siedow',), ('Bill Moseley',)"
Rod Daniel,"('Charles Grodin',), ('Bonnie Hunt',), ('Nicholle Tom',), ('Christopher Castile',)"
Satoshi Kon,"('Tôru Emori',), ('Yoshiaki Umegaki',), ('Aya Okamoto',), ('Shôzô Îzuka',)"
Orson Welles,"('Rita Hayworth',), ('Orson Welles',), ('Everett Sloane',), ('Glenn Anders',)"
Susanna White,"('Emma Thompson',), ('Maggie Gyllenhaal',), ('Ralph Fiennes',), ('Oscar Steer',)"
Adam Kassen,"('Mark Kassen',), ('Chris Evans',), ('Mark Kassen',), ('Vinessa Shaw',)"
Justin Kerrigan,"('John Simm',), ('Lorraine Pilkington',), ('Shaun Parkes',), ('Nicola Reynolds',)"
Brian Gibson,"('JoBeth Williams',), ('Craig T. Nelson',), (""Heather O'Rourke"",), ('Oliver Robins',)"
Martha Coolidge,"('Hilary Duff',), ('Haylie Duff',), ('Anjelica Huston',), ('Maria Conchita Alonso',)"
Billy Wilder,"('Kirk Douglas',), ('Jan Sterling',), ('Robert Arthur',), ('Porter Hall',)"
John Woo,"('Tony Chiu-Wai Leung',), ('Takeshi Kaneshiro',), ('Fengyi Zhang',), ('Chang Chen',)"
Walter Lang,"('Yul Brynner',), ('Deborah Kerr',), ('Rita Moreno',), ('Martin Benson',)"
Peter Hyams,"('Penelope Ann Miller',), ('Tom Sizemore',), ('Linda Hunt',), ('James Whitmore',)"
George Huang,"('Kevin Spacey',), ('Frank Whaley',), ('Michelle Forbes',), ('Benicio Del Toro',)"
Jack Clayton,"('Deborah Kerr',), ('Peter Wyngarde',), ('Megs Jenkins',), ('Michael Redgrave',)"
Aaron Schneider,"('Robert Duvall',), ('Bill Murray',), ('Sissy Spacek',), ('Lucas Black',)"
Joe Dante,"('Chris Massoglia',), ('Haley Bennett',), ('Nathan Gamble',), ('Teri Polo',)"
Mort Nathan,"('Kal Penn',), ('Lauren Cohan',), ('Daniel Percival',), ('Glen Barry',)"
Karyn Kusama,"('Logan Marshall-Green',), ('Emayatzy Corinealdi',), ('Michiel Huisman',), ('Tammy Blanchard',)"
Gregory Nava,"('Jennifer Lopez',), ('Edward James Olmos',), ('Jon Seda',), ('Jackie Guerra',)"
Mike Newell,"('Javier Bardem',), ('Giovanna Mezzogiorno',), ('Benjamin Bratt',), ('Gina Bernard Forbes',)"
Mani Ratnam,"('Shah Rukh Khan',), ('Manisha Koirala',), ('Preity Zinta',), ('Raghuvir Yadav',)"
Clint Eastwood,"('Clint Eastwood',), ('Jessica Walter',), ('Donna Mills',), ('John Larch',)"
Dennis Hopper,"('Sean Penn',), ('Robert Duvall',), ('Maria Conchita Alonso',), ('Randy Brooks',)"
Ali Taner Baltaci,"('Cem Yilmaz',), ('Cem Yilmaz',), ('Mazhar Alanson',), ('Özlem Tekin',)"
Chris Weitz,"('Paul Weitz',), ('Chris Rock',), ('Regina King',), ('Chazz Palminteri',)"
John Irvin,"('Anthony Barrile',), ('Michael Boatman',), ('Don Cheadle',), ('Michael Dolan',)"
Abhishek Kapoor,"('Amit Sadh',), ('Sushant Singh Rajput',), ('Rajkummar Rao',), ('Amrita Puri',)"
Marwan Hamed,"('Karim Abdel Aziz',), ('Khaled El-Sawi',), ('Nilli Karim',), ('Mohamed Mamdouh',)"
Jules Bass,"('Arthur Rankin Jr.',), ('Jeff Bridges',), ('Mia Farrow',), ('Angela Lansbury',)"
Benny Chan,"('Jackie Chan',), ('Nicholas Tse',), ('Charlie Yeung',), ('Daniel Wu',)"
Bryan Spicer,"('Karan Ashley',), ('Johnny Yong Bosch',), ('Steve Cardenas',), ('Jason David Frank',)"
Robert Lieberman,"('Emilio Estevez',), ('Jeffrey Nordling',), ('David Selby',), ('Heidi Kling',)"
George Dunning,"('Paul McCartney',), ('George Harrison',), ('Ringo Starr',), ('John Lennon',)"
Mike Binder,"('Joan Allen',), ('Kevin Costner',), ('Erika Christensen',), ('Evan Rachel Wood',)"
Richard Brooks,"('Robert Blake',), ('Scott Wilson',), ('John Forsythe',), ('Paul Stewart',)"
Phil Morrison,"('Embeth Davidtz',), ('Alessandro Nivola',), ('David Kuhn',), ('Alicia Van Couvering',)"
Griffin Dunne,"('Uma Thurman',), ('Jeffrey Dean Morgan',), ('Justina Machado',), ('Colin Firth',)"
Ernst Lubitsch,"('Carole Lombard',), ('Jack Benny',), ('Robert Stack',), ('Felix Bressart',)"
Oliver Parker,"('Rupert Everett',), ('Colin Firth',), (""Frances O'Connor"",), ('Reese Witherspoon',)"
Forest Whitaker,"('Sandra Bullock',), ('Harry Connick Jr.',), ('Gena Rowlands',), ('Mae Whitman',)"
Michael Apted,"('Sigourney Weaver',), ('Bryan Brown',), ('Julie Harris',), ('John Omirah Miluwi',)"
Shona Auerbach,"('Emily Mortimer',), ('Jack McElhone',), ('Gerard Butler',), ('Mary Riggans',)"
John Curran,"('Mia Wasikowska',), ('Adam Driver',), ('Lily Pearl',), ('Philip Dodd',)"
Gorô Miyazaki,"('Sarah Bolger',), ('Chris Noth',), ('Anton Yelchin',), ('Christina Hendricks',)"
Sarah Polley,"('Julie Christie',), ('Michael Murphy',), ('Gordon Pinsent',), ('Stacey LaBerge',)"
Jean Cocteau,"('René Clément',), ('Jean Marais',), ('Josette Day',), ('Mila Parély',)"
Ingmar Bergman,"('Max von Sydow',), ('Birgitta Valberg',), ('Gunnel Lindblom',), ('Birgitta Pettersson',)"
Harry Elfont,"('Deborah Kaplan',), ('Rachael Leigh Cook',), ('Tara Reid',), ('Rosario Dawson',)"
Stanley Donen,"('Audrey Hepburn',), ('Fred Astaire',), ('Kay Thompson',), ('Michel Auclair',)"
Gus Van Sant,"('Michael Pitt',), ('Lukas Haas',), ('Asia Argento',), ('Scott Patrick Green',)"
Richard Rush,"('Bruce Willis',), ('Jane March',), ('Rubén Blades',), ('Lesley Ann Warren',)"
John Badham,"('Richard Dreyfuss',), ('Emilio Estevez',), ('Madeleine Stowe',), ('Aidan Quinn',)"
Ishirô Honda,"('Takashi Shimura',), ('Akihiko Hirata',), ('Akira Takarada',), ('Momoko Kôchi',)"
Steve 'Spaz' Williams,"('Kiefer Sutherland',), ('Jim Belushi',), ('Eddie Izzard',), ('Janeane Garofalo',)"
Celal Çimen,"('Cem Kurtoglu',), ('Hakan Ural',), ('Hazim Körmükcü',), ('Tolga Karel',)"
Atom Egoyan,"('Ryan Reynolds',), ('Scott Speedman',), ('Rosario Dawson',), ('Mireille Enos',)"
Sergio Corbucci,"('Franco Nero',), ('José Canalejas',), ('José Bódalo',), ('Loredana Nusciak',)"
James Cox,"('Val Kilmer',), ('Lisa Kudrow',), ('Kate Bosworth',), ('Christina Applegate',)"
Julius Avery,"('Ewan McGregor',), ('Brenton Thwaites',), ('Alicia Vikander',), ('Brendan Kerkvliet',)"
Boaz Yakin,"('Thomas Haden Church',), ('Josh Wiggins',), ('Luke Kleintank',), ('Lauren Graham',)"
Todd Strauss-Schulson,"('Taissa Farmiga',), ('Malin Akerman',), ('Adam Devine',), ('Thomas Middleditch',)"
Masaki Kobayashi,"('Tatsuya Nakadai',), ('Akira Ishihama',), ('Shima Iwashita',), ('Tetsurô Tanba',)"
Mike Mills,"('Lou Taylor Pucci',), ('Tilda Swinton',), (""Vincent D'Onofrio"",), ('Keanu Reeves',)"
Peter Howitt,"('Pierce Brosnan',), ('Julianne Moore',), ('Parker Posey',), ('Michael Sheen',)"
Steven Brill,"('Tom McGowan',), ('Aaron Schwartz',), ('Ben Stiller',), ('David Goldman',)"
Robert Shaye,"('Joely Richardson',), ('Rainn Wilson',), ('Timothy Hutton',), (""Chris O'Neil"",)"
Jonathan Sobol,"('Kurt Russell',), ('Jay Baruchel',), ('Katheryn Winnick',), ('Chris Diamantopoulos',)"
Christian Nyby,"('Howard Hawks',), ('Kenneth Tobey',), ('Margaret Sheridan',), ('James Arness',)"
Russell Mulcahy,"('Alec Baldwin',), ('John Lone',), ('Penelope Ann Miller',), ('Peter Boyle',)"
David Mamet,"('Steve Martin',), ('Ben Gazzara',), ('Campbell Scott',), ('Ricky Jay',)"
Bernard Rose,"('Gary Oldman',), ('Jeroen Krabbé',), ('Isabella Rossellini',), ('Johanna ter Steege',)"
Terry George,"('Joaquin Phoenix',), ('Mark Ruffalo',), ('Jennifer Connelly',), ('Elle Fanning',)"
Jonathan Kaplan,"('Claire Danes',), ('Kate Beckinsale',), ('Bill Pullman',), ('Jacqueline Kim',)"
David Bowers,"('Zachary Gordon',), ('Devon Bostick',), ('Robert Capron',), ('Rachael Harris',)"
Alfred Hitchcock,"('Henry Fonda',), ('Vera Miles',), ('Anthony Quayle',), ('Harold J. Stone',)"
Darren Stein,"('Rose McGowan',), ('Rebecca Gayheart',), ('Julie Benz',), ('Alexandra Adi',)"
Jean-Claude Van Damme,"('Jean-Claude Van Damme',), ('Roger Moore',), ('James Remar',), ('Janet Gunn',)"
Park Chan-wook,"('Lee Yeong-ae',), ('Lee Byung-hun',), ('Song Kang-ho',), ('Kim Tae-Woo',)"
Mark Levin,"('Josh Hutcherson',), ('Charlotte Ray Rosenberg',), ('Bradley Whitford',), ('Cynthia Nixon',)"
Susannah Grant,"('Jennifer Garner',), ('Timothy Olyphant',), ('Kevin Smith',), ('Sam Jaeger',)"
Andrés Baiz,"('Quim Gutiérrez',), ('Martina García',), ('María Soledad Rodríguez',), ('Jose Luis Garcia',)"
Michael Hoffman,"('Colin Firth',), ('Cameron Diaz',), ('Alan Rickman',), ('Stanley Tucci',)"
Jules Dassin,"('Jean Servais',), ('Carl Möhner',), ('Robert Manuel',), ('Janine Darcey',)"
Wei Lo,"('Chia-Hsiang Wu',), ('Bruce Lee',), ('Maria Yi',), ('James Tien',)"
Lars von Trier,"('Bryce Dallas Howard',), ('Isaach De Bankolé',), ('Danny Glover',), ('Willem Dafoe',)"
Jane Campion,"('Meg Ryan',), ('Mark Ruffalo',), ('Jennifer Jason Leigh',), ('Michael Nuccio',)"
Alfred Hitchcock,"('Paul Newman',), ('Julie Andrews',), ('Lila Kedrova',), ('Hansjörg Felmy',)"
David Brooks,"('Alice Eve',), ('Josh Peck',), ('Brian Geraghty',), (""Mike O'Brian"",)"
Peter Weir,"('Gérard Depardieu',), ('Andie MacDowell',), ('Bebe Neuwirth',), ('Gregg Edelman',)"
Woody Allen,"('Woody Allen',), ('Mia Farrow',), ('Nick Apollo Forte',), ('Sandy Baron',)"
John Huston,"('Jack Nicholson',), ('Kathleen Turner',), ('Robert Loggia',), ('John Randolph',)"
David Mamet,"('Chiwetel Ejiofor',), ('Tim Allen',), ('Emily Mortimer',), ('Max Martini',)"
Steven R. Monroe,"('Jemma Dallender',), ('Joe Absolom',), ('Yavor Baharov',), ('George Zlatarev',)"
Fred Wolf,"('Steve Zahn',), ('Allen Covert',), ('Justin Long',), ('Jonah Hill',)"
Chris Kentis,"('Laura Lau',), ('Elizabeth Olsen',), ('Adam Trese',), ('Eric Sheffer Stevens',)"
Wei Lo,"('Bruce Lee',), ('Nora Miao',), ('James Tien',), ('Maria Yi',)"
John Madden,"('Thomas Jane',), ('Diane Lane',), ('Mickey Rourke',), ('Brandon McGibbon',)"
Josh Lawson,"('Bojana Novakovic',), ('Josh Lawson',), ('Damon Herriman',), ('Kate Mulvany',)"
Takeshi Kitano,"('Takeshi Kitano',), ('Claude Maki',), ('Omar Epps',), ('Masaya Katô',)"
Justin Simien,"('Tyler James Williams',), ('Tessa Thompson',), ('Kyle Gallner',), ('Teyonah Parris',)"
Bora Dagtekin,"(""Elyas M'Barek"",), ('Karoline Herfurth',), ('Katja Riemann',), ('Jana Pallaske',)"
Jonas Åkerlund,"('Dennis Quaid',), ('Ziyi Zhang',), ('Lou Taylor Pucci',), ('Clifton Collins Jr.',)"
Mamoru Hosoda,"('Aoi Miyazaki',), ('Takao Osawa',), ('Haru Kuroki',), ('Yukito Nishii',)"
Jamin Winans,"('Christopher Soren Kelly',), ('Quinn Hunchar',), ('Jessica Duffy',), ('Jennifer Batter',)"
Gary Nelson,"('Maximilian Schell',), ('Anthony Perkins',), ('Robert Forster',), ('Joseph Bottoms',)"
Hettie Macdonald,"('Glen Berry',), ('Linda Henry',), ('Scott Neal',), ('Tameka Empson',)"
Michael Davis,"('Jonathan Tucker',), ('Emmanuelle Chriqui',), ('James DeBello',), ('Katherine Heigl',)"
Jamie Linden,"('Channing Tatum',), ('Rosario Dawson',), ('Chris Pratt',), ('Jenna Dewan',)"
Xavier Dolan,"('Xavier Dolan',), ('Monia Chokri',), ('Niels Schneider',), ('Anne Dorval',)"
Rod Lurie,"('Samuel L. Jackson',), ('Josh Hartnett',), ('Kathryn Morris',), ('Dakota Goyo',)"
Wim Wenders,"('Jeremy Davies',), ('Milla Jovovich',), ('Mel Gibson',), ('Jimmy Smits',)"
Ashutosh Gowariker,"('Hrithik Roshan',), ('Aishwarya Rai Bachchan',), ('Sonu Sood',), ('Poonam Sinha',)"
Phil Traill,"('Felicity Jones',), ('Ed Westwick',), ('Bill Nighy',), ('Brooke Shields',)"
George Sluizer,"('Jeff Bridges',), ('Kiefer Sutherland',), ('Nancy Travis',), ('Sandra Bullock',)"
Jake West,"('Danny Dyer',), ('Noel Clarke',), ('Emil Marwa',), ('Lee Ingleby',)"
Pat Proft,"('Leslie Nielsen',), ('Richard Crenna',), ('Kelly LeBrock',), ('Melinda McGraw',)"
Andrei Tarkovsky,"('Eduard Abalov',), ('Nikolay Burlyaev',), ('Valentin Zubkov',), ('Evgeniy Zharikov',)"
Jim Jarmusch,"('Masatoshi Nagase',), ('Yûki Kudô',), (""Screamin' Jay Hawkins"",), ('Cinqué Lee',)"
Rob Reiner,"('Bruce Willis',), ('Michelle Pfeiffer',), ('Colleen Rennison',), ('Jake Sandvig',)"
Morgan Matthews,"('Asa Butterfield',), ('Rafe Spall',), ('Sally Hawkins',), ('Eddie Marsan',)"
Peter MacDonald,"('Jean-Claude Van Damme',), ('Adewale Akinnuoye-Agbaje',), ('Steven Berkoff',), ('Nicholas Farrell',)"
Mark Steven Johnson,"('Ian Michael Smith',), ('Joseph Mazzello',), ('Ashley Judd',), ('Oliver Platt',)"
Christopher Cain,"('Pat Morita',), ('Hilary Swank',), ('Michael Ironside',), ('Constance Towers',)"
Guillaume Canet,"('François Cluzet',), ('Marion Cotillard',), ('Benoît Magimel',), ('Jean Dujardin',)"
David Bruckner,"('Dan Bush',), ('Jacob Gentry',), ('Anessa Ramsey',), ('Justin Welborn',)"
George Hickenlooper,"('Sienna Miller',), ('Guy Pearce',), ('Hayden Christensen',), ('Jimmy Fallon',)"
Gregory Wilson,"('William Atherton',), ('Blythe Auffarth',), ('Blanche Baker',), ('Kevin Chamberlin',)"
Kenneth Johnson,"('Fisher Stevens',), ('Michael McKean',), ('Tim Blaney',), ('Cynthia Gibb',)"
Bazin Bs,"('S. Shankar',), ('Rajinikanth',), ('Aishwarya Rai Bachchan',), ('Danny Denzongpa',)"
Curtis Hanson,"('Eric Bana',), ('Drew Barrymore',), ('Robert Duvall',), ('Phyllis Somerville',)"
Mike Figgis,"('Dennis Quaid',), ('Sharon Stone',), ('Stephen Dorff',), ('Juliette Lewis',)"
Zach Cregger,"('Trevor Moore',), ('Zach Cregger',), ('Trevor Moore',), ('Raquel Alessi',)"
Sanjay Leela Bhansali,"('Ranveer Singh',), ('Deepika Padukone',), ('Priyanka Chopra Jonas',), ('Tanvi Azmi',)"
David Mamet,"('Philip Seymour Hoffman',), ('William H. Macy',), ('Rebecca Pidgeon',), ('Michael Higgins',)"
Gordon Chan,"('Jet Li',), ('Shinobu Nakayama',), ('Siu-Ho Chin',), ('Billy Chow',)"
Isao Takahata,"('Chloë Grace Moretz',), ('James Caan',), ('Mary Steenburgen',), ('James Marsden',)"
Jessy Terrero,"('Dwayne Adway',), ('Snoop Dogg',), ('Tom Arnold',), ('Kevin Hart',)"
Perry Andelin Blake,"('Dana Carvey',), ('Jennifer Esposito',), ('Harold Gould',), ('James Brolin',)"
Don Roos,"('Christina Ricci',), ('Martin Donovan',), ('Lisa Kudrow',), ('Lyle Lovett',)"
Alejandro Jodorowsky,"('Alejandro Jodorowsky',), ('Brontis Jodorowsky',), ('José Legarreta',), ('Alfonso Arau',)"
Robert Altman,"('Elliott Gould',), ('Nina van Pallandt',), ('Sterling Hayden',), ('Mark Rydell',)"
Harold Becker,"('Alec Baldwin',), ('Nicole Kidman',), ('Bill Pullman',), ('Bebe Neuwirth',)"
Sidney Poitier,"('Gene Wilder',), ('Richard Pryor',), ('Georg Stanford Brown',), ('JoBeth Williams',)"
Donald Petrie,"('Annabeth Gish',), ('Julia Roberts',), ('Lili Taylor',), (""Vincent D'Onofrio"",)"
Oliver Parker,"('Barnaby Thompson',), ('Talulah Riley',), ('Rupert Everett',), ('Gemma Arterton',)"
Alex Gregory,"('Peter Huyck',), ('Jason Sudeikis',), ('Leslie Bibb',), ('Tyler Labine',)"
